cowcode,country,bureau,year,quarter,yearquarter,time,atr100,atr50,delibck,insurg_fatalities,insurg_events,intercomm_events,intercomm_fatalities,interstate_fatalities,protests,progovmilitias,regimechange,rallies,elections,blackouts,pts,vdem,anocracy
520,Somalia,AF,2019,Q2,2019 Q2,7,0,1,153,347,258,29,92,171,20,1,0,0,0,1,4,0,0
560,South Africa,AF,2019,Q2,2019 Q2,7,0,0,4,0,0,0,0,2,154,0,0,0,1,0,3,2,1
626,South Sudan,AF,2019,Q2,2019 Q2,7,0,0,110,50,16,37,163,0,6,1,0,0,0,0,5,0,0
780,Sri Lanka,SCA,2019,Q2,2019 Q2,7,1,1,258,269,7,6,5,0,147,0,0,0,0,1,3,2,1
625,Sudan,AF,2019,Q2,2019 Q2,7,1,1,205,0,5,14,36,0,319,1,1,0,0,1,5,0,0
652,Syria,NEA,2019,Q2,2019 Q2,7,1,1,325,"2,116",636,24,29,229,42,1,0,0,0,0,5,0,0
702,Tajikistan,SCA,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,1,1
510,Tanzania,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,1
800,Thailand,EAP,2019,Q2,2019 Q2,7,0,0,24,24,51,1,0,0,28,1,0,0,0,0,4,0,0
461,Togo,AF,2019,Q2,2019 Q2,7,0,0,1,0,0,1,4,0,4,0,0,0,0,0,2,1,1
616,Tunisia,NEA,2019,Q2,2019 Q2,7,0,0,1,7,6,0,0,0,363,0,0,0,0,0,2,3,0
640,Turkey,EUR,2019,Q2,2019 Q2,7,0,0,7,311,206,3,2,0,496,1,0,0,0,1,5,1,1
701,Turkmenistan,SCA,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1
500,Uganda,AF,2019,Q2,2019 Q2,7,0,0,15,0,0,11,9,3,16,1,0,0,0,0,3,1,1
369,Ukraine,EUR,2019,Q2,2019 Q2,7,0,0,12,53,"2,739",0,0,0,302,1,0,0,0,0,4,1,1
696,United Arab Emirates,NEA,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
704,Uzbekistan,SCA,2019,Q2,2019 Q2,7,0,0,1,0,0,0,0,0,6,1,0,0,0,0,3,0,0
816,Vietnam,EAP,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0
679,Yemen,NEA,2019,Q2,2019 Q2,7,0,0,81,36,14,10,2,963,65,1,0,0,0,0,5,0,0
551,Zambia,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1
552,Zimbabwe,AF,2019,Q2,2019 Q2,7,0,0,0,0,0,0,0,0,10,1,0,0,0,0,3,1,1
700,Afghanistan,SCA,2019,Q3,2019 Q3,8,1,1,237,"13,090","3,855",0,0,673,11,1,0,0,1,1,5,1,1
339,Albania,EUR,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,44,0,0,0,0,0,2,1,1
615,Algeria,NEA,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,448,0,0,0,0,1,2,1,1
540,Angola,AF,2019,Q3,2019 Q3,8,0,0,1,0,0,0,0,0,7,0,0,0,0,0,3,1,1
371,Armenia,EUR,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,1,54,0,0,0,0,0,3,1,1
373,Azerbaijan,EUR,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,1,1
692,Bahrain,NEA,2019,Q3,2019 Q3,8,0,0,1,0,0,0,0,0,81,0,0,0,0,0,3,0,0
771,Bangladesh,SCA,2019,Q3,2019 Q3,8,0,0,44,0,1,24,19,8,245,1,0,0,0,1,4,1,1
370,Belarus,EUR,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,33,1,0,0,0,0,3,1,1
434,Benin,AF,2019,Q3,2019 Q3,8,0,0,1,0,0,1,1,0,2,0,0,0,0,0,2,1,1
346,Bosnia and Herzegovina,EUR,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,31,1,0,0,0,0,2,2,1
571,Botswana,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,3,0
355,Bulgaria,EUR,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,126,1,0,0,0,0,2,2,1
439,Burkina Faso,AF,2019,Q3,2019 Q3,8,0,1,183,321,127,9,28,0,17,1,0,0,0,0,3,1,1
516,Burundi,AF,2019,Q3,2019 Q3,8,0,0,56,0,0,2,0,0,4,1,0,0,0,0,4,1,1
811,Cambodia,EAP,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,14,1,0,0,0,0,3,1,1
471,Cameroon,AF,2019,Q3,2019 Q3,8,0,0,112,178,128,5,10,0,4,1,0,0,0,0,4,1,1
482,Central African Republic,AF,2019,Q3,2019 Q3,8,0,0,14,0,6,3,6,5,6,0,0,0,0,0,3,1,1
483,Chad,AF,2019,Q3,2019 Q3,8,0,0,19,22,11,11,123,0,5,1,0,0,0,1,3,1,1
437,Cote d'Ivoire,AF,2019,Q3,2019 Q3,8,0,0,1,0,0,2,2,0,12,0,0,0,0,0,3,2,1
344,Croatia,EUR,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,2,1
352,Cyprus,EUR,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,38,0,0,0,0,0,2,3,0
490,Democratic Republic of Congo,AF,2019,Q3,2019 Q3,8,1,1,405,151,86,20,54,1,145,0,0,0,0,0,5,1,1
522,Djibouti,AF,2019,Q3,2019 Q3,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,1,1
651,Egypt,NEA,2019,Q3,2019 Q3,8,0,0,21,128,80,0,0,0,49,1,0,0,0,1,4,1,1
411,Equatorial Guinea,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
531,Eritrea,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
572,eSwatini,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0
530,Ethiopia,AF,2019,Q3,2019 Q3,8,0,0,67,0,0,5,6,0,15,1,0,0,0,1,4,1,1
481,Gabon,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
420,Gambia,AF,2019,Q3,2019 Q3,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1
372,Georgia,EUR,2019,Q3,2019 Q3,8,0,0,1,0,0,0,0,0,185,0,0,0,0,0,2,2,1
452,Ghana,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,4,2,0,27,0,0,0,0,0,3,3,0
350,Greece,EUR,2019,Q3,2019 Q3,8,0,0,1,0,0,0,0,0,76,0,0,0,1,0,1,2,1
438,Guinea,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,9,1,0,0,0,0,3,1,1
404,Guinea-Bissau,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
750,India,SCA,2019,Q3,2019 Q3,8,0,1,127,131,130,72,44,18,"4,616",1,0,0,0,1,4,2,1
850,Indonesia,EAP,2019,Q3,2019 Q3,8,0,0,32,5,10,1,4,0,328,1,0,0,0,1,3,2,1
630,Iran,NEA,2019,Q3,2019 Q3,8,0,0,3,12,6,0,0,0,497,1,0,0,0,0,4,1,1
645,Iraq,NEA,2019,Q3,2019 Q3,8,0,0,37,430,230,15,17,265,103,1,0,0,0,0,4,1,1
666,Israel,NEA,2019,Q3,2019 Q3,8,0,0,5,0,0,0,0,18,129,1,0,0,1,0,3,3,0
663,Jordan,NEA,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,29,1,0,0,0,0,3,0,0
705,Kazakhstan,SCA,2019,Q3,2019 Q3,8,0,0,2,0,0,0,0,0,109,0,0,0,0,0,3,1,1
501,Kenya,AF,2019,Q3,2019 Q3,8,0,0,35,10,5,9,13,0,42,1,0,0,0,0,4,1,1
690,Kuwait,NEA,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0
703,Kyrgyzstan,SCA,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,1,33,1,0,0,0,0,3,1,1
812,Laos,EAP,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
660,Lebanon,NEA,2019,Q3,2019 Q3,8,0,0,2,1,1,1,0,2,91,0,0,1,0,0,3,1,1
570,Lesotho,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1
450,Liberia,AF,2019,Q3,2019 Q3,8,0,0,1,0,0,0,0,0,8,0,0,0,0,0,2,2,1
620,Libya,NEA,2019,Q3,2019 Q3,8,0,0,47,12,2,4,9,43,25,1,0,0,0,0,5,0,0
580,Madagascar,AF,2019,Q3,2019 Q3,8,0,0,11,0,0,6,13,0,5,0,0,0,0,0,3,1,1
553,Malawi,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,1,1
820,Malaysia,EAP,2019,Q3,2019 Q3,8,0,0,1,2,2,0,0,0,53,0,0,0,0,0,3,1,1
432,Mali,AF,2019,Q3,2019 Q3,8,0,0,96,129,40,49,90,32,21,1,0,0,0,0,4,1,1
435,Mauritania,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,8,1,0,0,0,1,3,1,1
359,Moldova,EUR,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,55,0,0,0,0,0,3,2,1
341,Montenegro,EUR,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,1,1
600,Morocco,NEA,2019,Q3,2019 Q3,8,0,0,2,0,0,0,0,0,176,0,0,0,0,0,2,0,0
541,Mozambique,AF,2019,Q3,2019 Q3,8,0,0,98,22,2,1,1,0,11,0,0,0,0,0,3,1,1
775,Myanmar,EAP,2019,Q3,2019 Q3,8,0,0,27,402,242,0,0,0,122,1,0,0,0,1,5,1,1
565,Namibia,AF,2019,Q3,2019 Q3,8,0,0,1,0,0,0,0,0,8,0,0,0,0,0,1,2,1
790,Nepal,SCA,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,75,0,0,0,0,0,3,2,1
436,Niger,AF,2019,Q3,2019 Q3,8,0,0,31,47,48,1,2,0,5,1,0,0,0,0,4,1,1
475,Nigeria,AF,2019,Q3,2019 Q3,8,1,1,303,443,59,64,152,0,183,1,0,0,0,1,4,1,1
343,North Macedonia,EUR,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,39,0,0,0,0,0,2,2,1
698,Oman,NEA,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
770,Pakistan,SCA,2019,Q3,2019 Q3,8,0,0,74,42,17,62,69,24,"2,033",1,0,0,1,1,4,1,1
840,Philippines,EAP,2019,Q3,2019 Q3,8,1,1,361,75,100,13,19,0,119,1,0,0,0,0,4,1,1
694,Qatar,NEA,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
484,Republic of Congo,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,1,1
360,Romania,EUR,2019,Q3,2019 Q3,8,0,0,1,0,0,0,0,0,104,1,0,0,0,0,2,2,1
365,Russia,EUR,2019,Q3,2019 Q3,8,0,0,1,5,3,0,0,0,543,1,0,0,0,1,4,1,1
517,Rwanda,AF,2019,Q3,2019 Q3,8,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,1,1
670,Saudi Arabia,NEA,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,"1,643",1,0,0,0,0,0,4,0,0
433,Senegal,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,1
345,Serbia,EUR,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,71,0,0,0,0,0,2,1,1
451,Sierra Leone,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,2,1
520,Somalia,AF,2019,Q3,2019 Q3,8,0,1,187,617,278,43,98,206,24,1,0,0,0,0,4,0,0
560,South Africa,AF,2019,Q3,2019 Q3,8,0,0,13,0,0,1,0,1,222,0,0,0,0,0,3,2,1
626,South Sudan,AF,2019,Q3,2019 Q3,8,0,1,118,84,37,33,133,0,1,1,0,0,0,0,5,0,0
780,Sri Lanka,SCA,2019,Q3,2019 Q3,8,0,0,5,0,0,0,0,0,185,0,0,0,0,0,3,2,1
625,Sudan,AF,2019,Q3,2019 Q3,8,0,0,60,12,4,32,64,8,279,1,0,0,0,1,5,0,0
652,Syria,NEA,2019,Q3,2019 Q3,8,0,1,212,"1,734",597,18,32,294,52,1,0,0,0,0,5,0,0
702,Tajikistan,SCA,2019,Q3,2019 Q3,8,0,0,14,0,0,0,0,0,2,0,0,0,0,0,3,1,1
510,Tanzania,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,1
800,Thailand,EAP,2019,Q3,2019 Q3,8,0,0,18,23,33,0,0,0,39,1,0,0,0,0,4,0,0
461,Togo,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
616,Tunisia,NEA,2019,Q3,2019 Q3,8,0,0,0,3,2,0,0,0,230,0,0,0,1,0,2,3,0
640,Turkey,EUR,2019,Q3,2019 Q3,8,0,0,8,369,235,0,0,0,519,1,0,0,0,1,5,1,1
701,Turkmenistan,SCA,2019,Q3,2019 Q3,8,0,0,7,0,0,0,0,0,0,0,0,0,0,1,3,1,1
500,Uganda,AF,2019,Q3,2019 Q3,8,0,0,9,0,0,5,2,0,34,1,0,0,0,0,3,1,1
369,Ukraine,EUR,2019,Q3,2019 Q3,8,0,0,9,66,"2,285",0,0,0,286,1,0,0,1,0,4,1,1
696,United Arab Emirates,NEA,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
704,Uzbekistan,SCA,2019,Q3,2019 Q3,8,0,0,2,0,0,0,0,0,11,1,0,0,0,0,3,0,0
816,Vietnam,EAP,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0
679,Yemen,NEA,2019,Q3,2019 Q3,8,0,0,90,96,37,20,36,985,66,1,0,0,0,0,5,0,0
551,Zambia,AF,2019,Q3,2019 Q3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1
552,Zimbabwe,AF,2019,Q3,2019 Q3,8,0,0,2,0,0,0,0,0,9,1,0,0,0,0,3,1,1
700,Afghanistan,SCA,2019,Q4,2019 Q4,9,1,1,206,"8,294","3,104",1,9,109,37,1,0,0,1,1,5,1,1
339,Albania,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,48,0,0,0,0,0,2,1,1
615,Algeria,NEA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,674,0,0,0,0,0,2,1,1
540,Angola,AF,2019,Q4,2019 Q4,9,0,0,1,0,0,0,0,0,13,0,0,0,0,0,3,1,1
371,Armenia,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,1,77,0,0,0,0,0,3,1,1
373,Azerbaijan,EUR,2019,Q4,2019 Q4,9,0,0,1,0,0,0,0,1,11,0,0,0,0,0,3,1,1
692,Bahrain,NEA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,39,1,0,0,0,0,3,0,0
771,Bangladesh,SCA,2019,Q4,2019 Q4,9,0,0,38,1,2,15,13,11,258,1,0,1,0,1,4,1,1
370,Belarus,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,69,0,0,0,0,0,3,1,1
434,Benin,AF,2019,Q4,2019 Q4,9,0,0,2,0,0,2,2,0,3,0,0,0,0,0,2,1,1
346,Bosnia and Herzegovina,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,46,0,0,0,0,0,2,2,1
571,Botswana,AF,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,0
355,Bulgaria,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,99,1,0,0,0,0,2,2,1
439,Burkina Faso,AF,2019,Q4,2019 Q4,9,1,1,303,554,131,6,12,18,19,1,0,0,0,0,3,1,1
516,Burundi,AF,2019,Q4,2019 Q4,9,0,0,28,43,9,0,0,0,23,1,0,0,0,0,4,1,1
811,Cambodia,EAP,2019,Q4,2019 Q4,9,0,0,1,0,0,0,0,0,19,1,0,0,0,0,3,1,1
471,Cameroon,AF,2019,Q4,2019 Q4,9,0,1,134,164,148,8,15,6,14,1,0,0,0,0,4,1,1
482,Central African Republic,AF,2019,Q4,2019 Q4,9,0,0,9,0,0,1,0,0,13,1,0,0,0,0,3,1,1
483,Chad,AF,2019,Q4,2019 Q4,9,0,0,25,39,7,4,5,0,8,1,0,0,0,0,3,1,1
437,Cote d'Ivoire,AF,2019,Q4,2019 Q4,9,0,0,2,0,0,1,0,0,48,1,0,0,0,0,3,2,1
344,Croatia,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,55,0,0,0,1,0,1,2,1
352,Cyprus,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,79,0,0,0,0,0,2,3,0
490,Democratic Republic of Congo,AF,2019,Q4,2019 Q4,9,1,1,404,452,105,22,7,4,183,0,0,0,0,0,5,1,1
522,Djibouti,AF,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,1,1
651,Egypt,NEA,2019,Q4,2019 Q4,9,0,0,7,112,62,0,0,0,54,1,0,0,0,0,4,1,1
411,Equatorial Guinea,AF,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
531,Eritrea,AF,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
572,eSwatini,AF,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0
530,Ethiopia,AF,2019,Q4,2019 Q4,9,0,0,26,15,6,5,29,6,58,1,0,0,0,1,4,1,1
481,Gabon,AF,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1
420,Gambia,AF,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1
372,Georgia,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,244,0,0,0,0,0,2,2,1
452,Ghana,AF,2019,Q4,2019 Q4,9,0,0,7,0,0,1,0,1,22,0,0,0,0,0,3,3,0
350,Greece,EUR,2019,Q4,2019 Q4,9,0,0,1,0,1,0,0,0,310,0,0,0,0,0,1,2,1
438,Guinea,AF,2019,Q4,2019 Q4,9,0,0,16,0,0,0,0,0,66,1,0,0,0,0,3,1,1
404,Guinea-Bissau,AF,2019,Q4,2019 Q4,9,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,1
750,India,SCA,2019,Q4,2019 Q4,9,0,1,91,86,98,27,21,37,"4,517",1,0,0,0,1,4,2,1
850,Indonesia,EAP,2019,Q4,2019 Q4,9,0,0,9,9,13,3,1,0,284,0,0,0,0,0,3,2,1
630,Iran,NEA,2019,Q4,2019 Q4,9,0,0,1,0,0,0,0,1,470,1,0,1,0,1,4,1,1
645,Iraq,NEA,2019,Q4,2019 Q4,9,0,1,153,347,169,15,11,236,615,1,0,0,0,1,4,1,1
666,Israel,NEA,2019,Q4,2019 Q4,9,0,0,1,0,0,0,0,44,97,1,0,0,0,0,3,3,0
663,Jordan,NEA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,0,0
705,Kazakhstan,SCA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,105,0,0,0,0,0,3,1,1
501,Kenya,AF,2019,Q4,2019 Q4,9,0,0,58,35,12,9,20,0,41,0,0,0,0,0,4,1,1
690,Kuwait,NEA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
703,Kyrgyzstan,SCA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,51,1,0,0,0,0,3,1,1
812,Laos,EAP,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
660,Lebanon,NEA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,"1,595",1,0,0,0,0,3,1,1
570,Lesotho,AF,2019,Q4,2019 Q4,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1
450,Liberia,AF,2019,Q4,2019 Q4,9,0,0,1,0,0,0,0,0,15,0,0,0,0,0,2,2,1
620,Libya,NEA,2019,Q4,2019 Q4,9,0,0,16,4,1,1,0,0,41,1,0,0,0,0,5,0,0
580,Madagascar,AF,2019,Q4,2019 Q4,9,0,0,27,0,0,6,21,0,13,0,0,0,0,0,3,1,1
553,Malawi,AF,2019,Q4,2019 Q4,9,0,0,0,0,0,1,0,0,14,0,0,0,0,0,3,1,1
820,Malaysia,EAP,2019,Q4,2019 Q4,9,0,0,5,0,0,0,0,0,25,0,0,0,0,0,3,1,1
432,Mali,AF,2019,Q4,2019 Q4,9,0,1,121,203,65,44,115,96,15,1,0,0,0,0,4,1,1
435,Mauritania,AF,2019,Q4,2019 Q4,9,0,0,2,2,1,0,0,0,62,0,0,0,0,0,3,1,1
359,Moldova,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3,2,1
341,Montenegro,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,49,0,0,0,0,0,2,1,1
600,Morocco,NEA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,188,1,0,0,0,0,2,0,0
541,Mozambique,AF,2019,Q4,2019 Q4,9,0,1,128,3,1,0,0,0,6,0,0,0,1,0,3,1,1
775,Myanmar,EAP,2019,Q4,2019 Q4,9,0,0,30,157,226,0,0,0,150,1,0,1,0,1,5,1,1
565,Namibia,AF,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,26,0,0,0,1,0,1,2,1
790,Nepal,SCA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,14,0,0,0,1,0,3,2,1
436,Niger,AF,2019,Q4,2019 Q4,9,0,0,25,206,60,2,2,0,13,1,0,0,0,0,4,1,1
475,Nigeria,AF,2019,Q4,2019 Q4,9,0,1,167,516,114,67,116,0,168,1,0,0,0,0,4,1,1
343,North Macedonia,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,66,0,0,0,0,0,2,2,1
698,Oman,NEA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
770,Pakistan,SCA,2019,Q4,2019 Q4,9,0,0,62,21,13,47,63,58,"1,407",1,0,0,0,0,4,1,1
840,Philippines,EAP,2019,Q4,2019 Q4,9,0,1,202,98,110,3,4,4,108,1,0,0,0,0,4,1,1
694,Qatar,NEA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,Republic of Congo,AF,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1
360,Romania,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,97,1,0,0,1,0,2,2,1
365,Russia,EUR,2019,Q4,2019 Q4,9,0,0,0,2,2,0,0,0,635,1,0,0,0,0,4,1,1
517,Rwanda,AF,2019,Q4,2019 Q4,9,0,0,16,39,4,0,0,0,0,0,0,0,0,0,3,1,1
670,Saudi Arabia,NEA,2019,Q4,2019 Q4,9,0,0,1,2,2,0,0,43,0,0,0,0,0,0,4,0,0
433,Senegal,AF,2019,Q4,2019 Q4,9,0,0,2,0,0,0,0,0,14,0,0,0,0,0,2,2,1
345,Serbia,EUR,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,121,1,0,0,0,0,2,1,1
451,Sierra Leone,AF,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,2,1
520,Somalia,AF,2019,Q4,2019 Q4,9,0,0,122,622,285,39,108,99,19,1,0,0,0,0,4,0,0
560,South Africa,AF,2019,Q4,2019 Q4,9,0,0,21,0,0,2,9,0,248,0,0,0,0,0,3,2,1
626,South Sudan,AF,2019,Q4,2019 Q4,9,0,0,38,37,25,32,138,2,8,0,0,0,0,0,5,0,0
780,Sri Lanka,SCA,2019,Q4,2019 Q4,9,0,0,0,0,3,1,0,0,125,1,0,0,0,0,3,2,1
625,Sudan,AF,2019,Q4,2019 Q4,9,0,1,100,11,4,66,123,0,149,1,0,0,0,0,5,0,0
652,Syria,NEA,2019,Q4,2019 Q4,9,1,1,319,"1,240",662,14,18,548,169,1,0,0,0,0,5,0,0
702,Tajikistan,SCA,2019,Q4,2019 Q4,9,0,0,0,17,1,0,0,0,0,1,0,0,0,0,3,1,1
510,Tanzania,AF,2019,Q4,2019 Q4,9,0,0,7,0,0,0,0,0,2,1,0,0,0,0,3,1,1
800,Thailand,EAP,2019,Q4,2019 Q4,9,0,0,15,28,30,0,0,0,56,1,0,0,0,0,4,0,0
461,Togo,AF,2019,Q4,2019 Q4,9,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,1,1
616,Tunisia,NEA,2019,Q4,2019 Q4,9,0,0,1,0,0,0,0,0,203,0,0,0,1,0,2,3,0
640,Turkey,EUR,2019,Q4,2019 Q4,9,0,0,1,140,200,1,1,0,522,1,0,0,0,1,5,1,1
701,Turkmenistan,SCA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1
500,Uganda,AF,2019,Q4,2019 Q4,9,0,0,11,0,0,7,6,0,27,1,0,0,0,0,3,1,1
369,Ukraine,EUR,2019,Q4,2019 Q4,9,0,0,5,37,"2,514",0,0,0,608,1,0,1,0,0,4,1,1
696,United Arab Emirates,NEA,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0
704,Uzbekistan,SCA,2019,Q4,2019 Q4,9,0,0,0,0,4,0,0,0,18,1,0,0,1,0,3,0,0
816,Vietnam,EAP,2019,Q4,2019 Q4,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0
679,Yemen,NEA,2019,Q4,2019 Q4,9,0,0,86,19,15,17,10,372,172,1,0,0,0,0,5,0,0
551,Zambia,AF,2019,Q4,2019 Q4,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1
552,Zimbabwe,AF,2019,Q4,2019 Q4,9,0,0,5,0,0,0,0,0,20,1,0,0,0,0,3,1,1
700,Afghanistan,SCA,2020,Q1,2020 Q1,10,0,0,70,"3,742","1,983",1,1,100,25,1,0,0,0,0,,1,1
339,Albania,EUR,2020,Q1,2020 Q1,10,0,0,0,0,0,0,0,0,51,0,0,0,0,0,,1,1
615,Algeria,NEA,2020,Q1,2020 Q1,10,0,0,0,4,2,0,0,0,589,0,0,0,0,0,,1,1
540,Angola,AF,2020,Q1,2020 Q1,10,0,0,1,0,0,0,0,0,12,0,0,0,0,0,,1,1
371,Armenia,EUR,2020,Q1,2020 Q1,10,0,0,0,0,0,0,0,1,71,0,0,0,0,0,,1,1
373,Azerbaijan,EUR,2020,Q1,2020 Q1,10,0,0,0,0,0,0,0,5,22,0,0,0,1,0,,1,1
